InvoiceDate,Description,UnitPrice
2026-01-12 23:30:06,Protein Powder Whey 2kg,61623.83
2025-10-08 23:30:06,Philips Air Fryer XXL,44910.6
2025-11-05 23:30:06,Running Water Bottle,33445.17
2025-10-14 23:30:06,MacBook Air M2 13 inch,53492.8
2025-12-28 23:30:06,KitchenAid Stand Mixer,43182.41
2025-08-25 23:30:06,Jump Rope Speed,37950.81
2025-12-01 23:30:06,Atomic Habits Hardcover Book,80823.32
2025-08-25 23:30:06,Fossil Gen 6 Smartwatch,21274.88
2025-09-13 23:30:06,Leuchtturm1917 Bullet Journal,57049.79
2025-08-25 23:30:06,Moleskine Classic Notebook,33058.67
2025-09-23 23:30:06,Sapiens: A Brief History,69296.49
2025-12-29 23:30:06,Nike Air Max 270 Running Shoes,1656.4
2026-01-04 23:30:06,Canon EOS R6 Camera,70351.19
2025-09-06 23:30:06,Samsung Smart Refrigerator,66435.48
2025-12-19 23:30:06,Leuchtturm1917 Bullet Journal,56849.5
2026-01-25 23:30:06,HP DeskJet Printer,30001.9
2025-09-25 23:30:06,Logitech MX Master 3S Mouse,24294.3
2025-08-20 23:30:06,Running Water Bottle,33481.99
2025-08-16 23:30:06,HP DeskJet Printer,24989.33
2025-10-03 23:30:06,Canon EOS R6 Camera,70517.12
2025-12-09 23:30:06,Resistance Bands Set,2455.9
2025-11-08 23:30:06,Fitbit Charge 5 Tracker,71500.16
2025-09-04 23:30:06,Apple iPhone 15 Pro Max 256GB,71007.46
2026-01-01 23:30:06,Roomba i7+ Robot Vacuum,60158.16
2025-11-01 23:30:06,Parker Jotter Ballpoint Pen,69971.24
2026-02-03 23:30:06,Philips Air Fryer XXL,51266.02
2026-02-09 23:30:06,Fossil Gen 6 Smartwatch,25401.9
2025-09-20 23:30:06,Dumbbells Set 20kg,31239.88
2025-10-29 23:30:06,Fitbit Charge 5 Tracker,71586.67
2026-02-04 23:30:06,Philips Air Fryer XXL,50083.01
2025-10-02 23:30:06,Nike Air Max 270 Running Shoes,1814.44
2025-09-11 23:30:06,Under Armour Sports Backpack,69012.52
2025-09-16 23:30:06,Sapiens: A Brief History,70942.8
2026-01-11 23:30:06,Running Water Bottle,28646.36
2025-09-12 23:30:06,Timex Weekender Watch,37379.52
2025-09-25 23:30:06,Leuchtturm1917 Bullet Journal,52951.44
2025-09-12 23:30:06,Ray-Ban Aviator Sunglasses,63920.06
2025-10-24 23:30:06,Canon EOS R6 Camera,71898.87
2025-09-28 23:30:06,Resistance Bands Set,2495.48
2025-08-17 23:30:06,Dell XPS 15 Laptop,52766.47
2025-12-30 23:30:06,Moleskine Classic Notebook,36774.66
2025-11-02 23:30:06,Logitech MX Master 3S Mouse,21855.41
2025-11-06 23:30:06,Timex Weekender Watch,33697.51
2025-11-02 23:30:06,Sapiens: A Brief History,66445.08
2026-01-06 23:30:06,Roomba i7+ Robot Vacuum,57630.08
2025-09-18 23:30:06,MacBook Air M2 13 inch,52972.15
2025-12-06 23:30:06,Dyson V15 Detect Vacuum,51734.48
2025-12-03 23:30:06,Fitbit Charge 5 Tracker,69784.58
2025-08-18 23:30:06,KitchenAid Stand Mixer,50625.96
2025-09-11 23:30:06,Atomic Habits Hardcover Book,80638.96
2026-01-05 23:30:06,The Psychology of Money,47199.09
2025-10-16 23:30:06,Fitbit Charge 5 Tracker,66580.45
2025-11-20 23:30:06,Philips Air Fryer XXL,50311.96
2026-02-02 23:30:06,Adidas Ultraboost 22 Sneakers,77319.88
2025-09-20 23:30:06,Yoga Mat Premium Non-Slip,36458.05
2025-08-18 23:30:06,KitchenAid Stand Mixer,50625.96
2025-08-29 23:30:06,Timex Weekender Watch,37381.68
2025-10-09 23:30:06,Atomic Habits Hardcover Book,78717.3
2025-09-19 23:30:06,Apple iPhone 15 Pro Max 256GB,73043.27
2025-10-02 23:30:06,Bose QuietComfort Earbuds II,33945.05
2025-10-15 23:30:06,Staedtler Pencil Set,31246.49
2025-12-12 23:30:06,Resistance Bands Set,2380.35
2025-11-17 23:30:06,Logitech MX Master 3S Mouse,21847.38
2025-08-16 23:30:06,Puma Running T-Shirt,76674.37
2025-09-14 23:30:06,LG Washing Machine Front Load,46215.37
2025-10-11 23:30:06,Atomic Habits Hardcover Book,76013.5
2025-09-21 23:30:06,MacBook Air M2 13 inch,56326.22
2025-10-27 23:30:06,Ninja Professional Blender,14996.07
2025-11-26 23:30:06,Kindle Paperwhite E-reader,28756.72
2025-12-07 23:30:06,Samsung Galaxy S24 Ultra 5G,63938.36
2025-10-14 23:30:06,Timex Weekender Watch,36757.04
2025-10-27 23:30:06,Under Armour Sports Backpack,67142.43
2025-11-08 23:30:06,Cuisinart Food Processor,12015.69
2026-02-02 23:30:06,Foam Roller Massage,46114.12
2025-10-21 23:30:06,Samsung Smart Refrigerator,67725.19
2025-09-11 23:30:06,Gym Gloves Training,18149.37
2025-11-29 23:30:06,Nike Air Max 270 Running Shoes,1730.61
2025-10-14 23:30:06,Protein Powder Whey 2kg,72044.02
2025-08-22 23:30:06,HP DeskJet Printer,24285.78
2025-11-27 23:30:06,Adidas Ultraboost 22 Sneakers,68784.12
2026-01-02 23:30:06,Leuchtturm1917 Bullet Journal,54486.91
2025-11-29 23:30:06,Logitech MX Master 3S Mouse,20440.88
2026-02-07 23:30:06,HP DeskJet Printer,30728.44
2026-01-23 23:30:06,Wacom Drawing Tablet,36756.07
2025-08-20 23:30:06,Yoga Mat Premium Non-Slip,32969.64
2025-08-19 23:30:06,Samsung Smart Refrigerator,62456.4
2026-01-02 23:30:06,Apple Watch Series 9,7038.92
2025-10-25 23:30:06,Boxing Gloves Professional,3585.58
2025-08-14 23:30:06,Staedtler Pencil Set,28554.78
2026-01-13 23:30:06,Levi's 501 Original Jeans,17514.85
2026-01-03 23:30:06,Ninja Professional Blender,12544.79
2025-11-24 23:30:06,Parker Jotter Ballpoint Pen,71413.59
2025-09-10 23:30:06,Dyson V15 Detect Vacuum,57936.41
2025-12-27 23:30:06,Cuisinart Food Processor,10679.85
2026-01-16 23:30:06,Fossil Gen 6 Smartwatch,24183.43
2025-12-01 23:30:06,The Psychology of Money,45939.53
2026-01-11 23:30:06,Samsung Galaxy S24 Ultra 5G,58223.86
2025-10-16 23:30:06,Roomba i7+ Robot Vacuum,57021.9
2025-10-11 23:30:06,The North Face Jacket,19230.13
2025-10-10 23:30:06,Levi's 501 Original Jeans,15111.52
2025-10-14 23:30:06,The North Face Jacket,17914.25
2025-10-13 23:30:06,Keurig K-Elite Coffee Maker,40630.46
2026-01-16 23:30:06,Atomic Habits Hardcover Book,79893.38
2025-10-22 23:30:06,The Psychology of Money,46890.98
2025-10-16 23:30:06,Sony WH-1000XM5 Wireless Headphones,15751.1
2025-12-19 23:30:06,Atomic Habits Hardcover Book,79932.67
2025-11-29 23:30:06,Foam Roller Massage,44341.33
2026-01-18 23:30:06,The North Face Jacket,16097.46
2026-02-08 23:30:06,Roomba i7+ Robot Vacuum,61925.11
2026-02-02 23:30:06,Philips Air Fryer XXL,52013.46
2026-01-30 23:30:06,The Psychology of Money,50596.34
2025-08-14 23:30:06,Dyson V15 Detect Vacuum,51870.61
2025-09-10 23:30:06,Cuisinart Food Processor,12966.32
2026-01-03 23:30:06,Jump Rope Speed,39999.18
2025-10-18 23:30:06,Puma Running T-Shirt,78479.13
2025-09-02 23:30:06,Under Armour Sports Backpack,69807.21
2026-01-04 23:30:06,Fossil Gen 6 Smartwatch,25430.48
2025-11-17 23:30:06,Cuisinart Food Processor,12191.38
2025-12-03 23:30:06,Apple iPhone 15 Pro Max 256GB,78391.73
2025-08-26 23:30:06,KitchenAid Stand Mixer,47937.06
2025-12-21 23:30:06,Sony WH-1000XM5 Wireless Headphones,16625.73
2025-08-29 23:30:06,Keurig K-Elite Coffee Maker,42116.47
2025-12-19 23:30:06,MacBook Air M2 13 inch,50539.34
2026-01-30 23:30:06,The North Face Jacket,16614.67
2025-10-31 23:30:06,Nike Air Max 270 Running Shoes,1714.16
2025-08-23 23:30:06,Samsung Smart Refrigerator,67198.91
2025-11-16 23:30:06,Running Water Bottle,31330.32
2025-12-08 23:30:06,Sony WH-1000XM5 Wireless Headphones,17584.98
2025-12-11 23:30:06,HP DeskJet Printer,28648.55
2025-11-14 23:30:06,The Psychology of Money,47379.34
2025-08-26 23:30:06,The Psychology of Money,48096.61
2025-08-28 23:30:06,Ninja Professional Blender,13745.11
2025-08-24 23:30:06,The Psychology of Money,48255.63
2026-01-17 23:30:06,Yoga Mat Premium Non-Slip,37761.48
2025-12-01 23:30:06,Timex Weekender Watch,33981.8
2025-09-03 23:30:06,Running Water Bottle,33792.67
2025-10-29 23:30:06,Ray-Ban Aviator Sunglasses,61738.69
2025-12-17 23:30:06,Logitech MX Master 3S Mouse,19708.1
2026-01-01 23:30:06,Levi's 501 Original Jeans,17045.77
2025-10-11 23:30:06,Puma Running T-Shirt,77646.71
2025-09-27 23:30:06,Under Armour Sports Backpack,69266.51
2025-09-08 23:30:06,Dyson V15 Detect Vacuum,59926.2
2025-09-28 23:30:06,Atomic Habits Hardcover Book,79854.51
2025-10-30 23:30:06,LG Washing Machine Front Load,44715.86
2025-11-20 23:30:06,Moleskine Classic Notebook,36778.63
2025-12-03 23:30:06,Staedtler Pencil Set,28035.03
2025-08-29 23:30:06,Herschel Supply Co Backpack,11707.67
2026-01-02 23:30:06,Leuchtturm1917 Bullet Journal,54486.91
2025-10-05 23:30:06,Resistance Bands Set,2363.81
2025-11-06 23:30:06,The Psychology of Money,48549.32
2026-01-13 23:30:06,Fossil Gen 6 Smartwatch,25200.9
2025-08-24 23:30:06,The Psychology of Money,48255.63
2025-08-31 23:30:06,Philips Air Fryer XXL,42391.06
2025-09-21 23:30:06,Nike Air Max 270 Running Shoes,1910.35
2026-01-15 23:30:06,Dyson V15 Detect Vacuum,48195.97
2025-08-27 23:30:06,Adidas Ultraboost 22 Sneakers,69105.35
2025-11-18 23:30:06,Kindle Paperwhite E-reader,26529.11
2025-08-22 23:30:06,HP DeskJet Printer,24285.78
2026-01-13 23:30:06,Apple iPhone 15 Pro Max 256GB,83800.49
2025-12-22 23:30:06,Ninja Professional Blender,12694.02
2025-12-28 23:30:06,Staedtler Pencil Set,26750.68
2026-01-29 23:30:06,Kindle Paperwhite E-reader,26991.12
2025-12-20 23:30:06,The Psychology of Money,50139.28
2026-01-14 23:30:06,MacBook Air M2 13 inch,45980.79
2025-11-24 23:30:06,Keurig K-Elite Coffee Maker,41522.25
2026-01-13 23:30:06,HP DeskJet Printer,30079.08
2025-09-17 23:30:06,Dyson V15 Detect Vacuum,59939.23
2025-10-27 23:30:06,Leuchtturm1917 Bullet Journal,57073.48
2025-09-24 23:30:06,Dell XPS 15 Laptop,55264.52
2026-01-13 23:30:06,Dell XPS 15 Laptop,46248.4
2025-11-08 23:30:06,Staedtler Pencil Set,29833.45
2025-12-08 23:30:06,Gym Gloves Training,20816.03
2025-08-23 23:30:06,Dell XPS 15 Laptop,53401.42
2025-12-17 23:30:06,Running Water Bottle,29251.61
2025-12-13 23:30:06,Cuisinart Food Processor,11571.82
2025-11-02 23:30:06,Sony WH-1000XM5 Wireless Headphones,16441.15
2025-12-31 23:30:06,Running Water Bottle,28772.76
2025-10-06 23:30:06,Kindle Paperwhite E-reader,28317.02
2025-12-01 23:30:06,Keurig K-Elite Coffee Maker,41201.02
2025-11-27 23:30:06,Adidas Ultraboost 22 Sneakers,68784.12
2025-10-22 23:30:06,Levi's 501 Original Jeans,15536.81
2025-12-07 23:30:06,Levi's 501 Original Jeans,15877.75
2026-02-09 23:30:06,Apple Watch Series 9,6739.55
2025-09-09 23:30:06,Dell XPS 15 Laptop,55545.57
2026-01-19 23:30:06,Puma Running T-Shirt,87867.77
2025-11-08 23:30:06,Samsung Smart Refrigerator,68961.03
2025-09-21 23:30:06,The Psychology of Money,46776.21
2025-12-13 23:30:06,Canon EOS R6 Camera,71387.63
2025-11-13 23:30:06,Keurig K-Elite Coffee Maker,42800.0
2025-12-18 23:30:06,Puma Running T-Shirt,82561.39
2025-11-13 23:30:06,Kindle Paperwhite E-reader,27374.2
2025-12-13 23:30:06,Gym Gloves Training,19473.12
2025-09-04 23:30:06,Samsung Galaxy S24 Ultra 5G,66671.76
2025-08-27 23:30:06,Jump Rope Speed,35546.28
2025-08-25 23:30:06,Parker Jotter Ballpoint Pen,72950.19
2026-02-03 23:30:06,Fossil Gen 6 Smartwatch,25143.01
2025-08-24 23:30:06,Atomic Habits Hardcover Book,73861.65
2026-01-15 23:30:06,HP DeskJet Printer,28193.97
2025-09-15 23:30:06,HP DeskJet Printer,26870.15
2025-12-19 23:30:06,Ninja Professional Blender,12649.52
2026-01-06 23:30:06,Fitbit Charge 5 Tracker,74112.58
2025-08-15 23:30:06,Keurig K-Elite Coffee Maker,42454.51
2025-11-17 23:30:06,Canon EOS R6 Camera,67683.09
2026-01-27 23:30:06,MacBook Air M2 13 inch,46240.36
2026-01-02 23:30:06,Dumbbells Set 20kg,29616.32
2025-09-05 23:30:06,Canon EOS R6 Camera,73044.77
2025-11-14 23:30:06,Kindle Paperwhite E-reader,29138.79
2025-12-07 23:30:06,Nike Air Max 270 Running Shoes,1744.38
2026-01-28 23:30:06,MacBook Air M2 13 inch,45100.3
2025-12-12 23:30:06,Ninja Professional Blender,13141.76
2025-09-21 23:30:06,Sony WH-1000XM5 Wireless Headphones,16701.87
2025-10-02 23:30:06,Samsung Smart Refrigerator,70619.97
2026-01-26 23:30:06,Dell XPS 15 Laptop,47163.31
2025-11-26 23:30:06,KitchenAid Stand Mixer,47107.51
2025-10-29 23:30:06,Philips Air Fryer XXL,45977.9
2025-09-17 23:30:06,Adidas Ultraboost 22 Sneakers,67842.51
2025-12-11 23:30:06,Puma Running T-Shirt,81711.39
2025-11-12 23:30:06,KitchenAid Stand Mixer,47275.66
2026-01-29 23:30:06,HP DeskJet Printer,30295.89
2025-12-21 23:30:06,Dyson V15 Detect Vacuum,50597.98
2025-08-30 23:30:06,Under Armour Sports Backpack,72917.46
2026-01-04 23:30:06,Kindle Paperwhite E-reader,29175.31
2025-11-16 23:30:06,Samsung Galaxy S24 Ultra 5G,64137.34
2025-11-02 23:30:06,iPad Pro 12.9 inch M2 Chip,71375.35
2025-10-28 23:30:06,KitchenAid Stand Mixer,51118.94
2025-12-23 23:30:06,Moleskine Classic Notebook,34590.64
2025-09-02 23:30:06,Cuisinart Food Processor,12395.38
2026-01-09 23:30:06,Timex Weekender Watch,30370.68
2025-09-01 23:30:06,KitchenAid Stand Mixer,52200.13
2026-01-24 23:30:06,Fitbit Charge 5 Tracker,78598.78
2025-08-23 23:30:06,Samsung Galaxy S24 Ultra 5G,69412.85
2026-02-06 23:30:06,Keurig K-Elite Coffee Maker,41806.58
2026-01-02 23:30:06,Timex Weekender Watch,30328.66
2025-12-24 23:30:06,Roomba i7+ Robot Vacuum,61428.09
2025-10-01 23:30:06,LG Washing Machine Front Load,44804.76
2025-12-07 23:30:06,Moleskine Classic Notebook,34100.3
2025-12-24 23:30:06,Wacom Drawing Tablet,39519.03
2025-12-06 23:30:06,Running Water Bottle,29320.8
2025-08-23 23:30:06,Apple Watch Series 9,8091.22
2025-12-01 23:30:06,Boxing Gloves Professional,3416.08
2026-01-10 23:30:06,Levi's 501 Original Jeans,17840.38
2025-11-22 23:30:06,Protein Powder Whey 2kg,65659.1
2025-10-25 23:30:06,Boxing Gloves Professional,3585.58
2025-12-20 23:30:06,Dell XPS 15 Laptop,47216.32
2025-10-25 23:30:06,HP DeskJet Printer,27899.49
2025-09-02 23:30:06,Samsung Smart Refrigerator,67689.81
2025-10-22 23:30:06,Foam Roller Massage,43834.68
2025-10-23 23:30:06,Leuchtturm1917 Bullet Journal,56136.07
2026-01-24 23:30:06,Yoga Mat Premium Non-Slip,39037.45
2025-12-23 23:30:06,Parker Jotter Ballpoint Pen,65006.67
2026-02-05 23:30:06,Logitech MX Master 3S Mouse,19723.59
2025-12-28 23:30:06,Foam Roller Massage,46115.3
2025-08-17 23:30:06,Leuchtturm1917 Bullet Journal,53419.94
2025-11-20 23:30:06,Atomic Habits Hardcover Book,79318.04
2025-11-29 23:30:06,Dell XPS 15 Laptop,48005.5
2026-02-03 23:30:06,Dell XPS 15 Laptop,45965.66
2025-10-03 23:30:06,Dell XPS 15 Laptop,56815.3
2025-12-05 23:30:06,Herschel Supply Co Backpack,13611.43
2025-12-06 23:30:06,MacBook Air M2 13 inch,48183.98
2025-10-23 23:30:06,Apple iPhone 15 Pro Max 256GB,71111.88
2025-12-04 23:30:06,Sony WH-1000XM5 Wireless Headphones,17623.13
2025-12-04 23:30:06,Instant Pot Duo Plus 9-in-1,37382.32
2025-08-20 23:30:06,Sapiens: A Brief History,68415.14
2025-09-12 23:30:06,Logitech MX Master 3S Mouse,23798.0
2025-10-18 23:30:06,Samsung Smart Refrigerator,68178.94
2026-01-08 23:30:06,Atomic Habits Hardcover Book,78103.9
2025-08-28 23:30:06,Parker Jotter Ballpoint Pen,74885.1
2025-08-28 23:30:06,The Psychology of Money,47999.17
2025-12-25 23:30:06,Herschel Supply Co Backpack,13871.18
2026-01-06 23:30:06,The North Face Jacket,17406.23
2025-10-17 23:30:06,Dell XPS 15 Laptop,56000.75
2025-10-18 23:30:06,Ray-Ban Aviator Sunglasses,63275.91
2025-08-14 23:30:06,Ninja Professional Blender,13648.83
2025-12-29 23:30:06,Protein Powder Whey 2kg,63323.06
2025-09-10 23:30:06,Wacom Drawing Tablet,37423.83
2025-11-03 23:30:06,KitchenAid Stand Mixer,48382.73
2026-01-29 23:30:06,Resistance Bands Set,2465.04
2025-09-17 23:30:06,Dell XPS 15 Laptop,52650.78
2026-02-02 23:30:06,Levi's 501 Original Jeans,17355.66
2025-12-25 23:30:06,Levi's 501 Original Jeans,16191.31
2025-10-22 23:30:06,Levi's 501 Original Jeans,15536.81
2026-01-23 23:30:06,Yoga Mat Premium Non-Slip,39332.0
2025-12-06 23:30:06,Leuchtturm1917 Bullet Journal,53972.95
2025-12-19 23:30:06,Keurig K-Elite Coffee Maker,43124.21
2025-09-10 23:30:06,Samsung Smart Refrigerator,67940.71
2025-12-04 23:30:06,Puma Running T-Shirt,83937.55
2026-01-06 23:30:06,LG Washing Machine Front Load,39617.58
2025-11-11 23:30:06,Boxing Gloves Professional,3653.36
2025-11-30 23:30:06,Atomic Habits Hardcover Book,76114.4
2025-09-01 23:30:06,Atomic Habits Hardcover Book,80722.94
2025-12-24 23:30:06,Dumbbells Set 20kg,28580.86
2025-09-23 23:30:06,The Psychology of Money,50532.16
2026-02-06 23:30:06,Instant Pot Duo Plus 9-in-1,32609.87
2025-08-30 23:30:06,Logitech MX Master 3S Mouse,21628.27
2025-11-30 23:30:06,Canon EOS R6 Camera,70926.62
2026-02-01 23:30:06,iPad Pro 12.9 inch M2 Chip,61967.34
2025-08-24 23:30:06,Protein Powder Whey 2kg,75659.02
2026-02-05 23:30:06,Under Armour Sports Backpack,60561.53
2025-10-19 23:30:06,Adidas Ultraboost 22 Sneakers,70764.95
2025-09-19 23:30:06,Protein Powder Whey 2kg,70113.55
2025-11-14 23:30:06,Dyson V15 Detect Vacuum,55880.07
2025-12-03 23:30:06,Staedtler Pencil Set,28035.03
2025-09-24 23:30:06,Moleskine Classic Notebook,33995.76
2025-10-02 23:30:06,Keurig K-Elite Coffee Maker,40326.47
2025-10-11 23:30:06,Cuisinart Food Processor,13088.1
2025-11-08 23:30:06,Protein Powder Whey 2kg,66614.48
2025-11-21 23:30:06,Parker Jotter Ballpoint Pen,69613.17
2025-09-21 23:30:06,Levi's 501 Original Jeans,16093.41
2025-09-16 23:30:06,Bose QuietComfort Earbuds II,33482.05
2025-11-01 23:30:06,Canon EOS R6 Camera,69348.94
2025-12-16 23:30:06,HP DeskJet Printer,28029.84
2025-12-06 23:30:06,Kindle Paperwhite E-reader,27748.16
2025-12-06 23:30:06,Samsung Galaxy S24 Ultra 5G,59006.07
2026-01-29 23:30:06,Apple Watch Series 9,7149.32
2025-10-27 23:30:06,Leuchtturm1917 Bullet Journal,57073.48
2026-01-04 23:30:06,Puma Running T-Shirt,84270.35
2025-12-13 23:30:06,Levi's 501 Original Jeans,16037.17
2025-10-04 23:30:06,Gym Gloves Training,18233.76
2025-11-23 23:30:06,Herschel Supply Co Backpack,13388.19
2025-09-13 23:30:06,Instant Pot Duo Plus 9-in-1,39224.6
2025-10-18 23:30:06,Philips Air Fryer XXL,44612.95
2026-01-20 23:30:06,Fitbit Charge 5 Tracker,76294.71
2026-02-03 23:30:06,Bose QuietComfort Earbuds II,30170.63
2026-01-27 23:30:06,Dell XPS 15 Laptop,46453.08
2026-02-08 23:30:06,Boxing Gloves Professional,3736.13
2025-09-19 23:30:06,Canon EOS R6 Camera,71937.7
2025-12-23 23:30:06,LG Washing Machine Front Load,41534.96
2025-11-22 23:30:06,Fitbit Charge 5 Tracker,75373.28
2025-09-29 23:30:06,Keurig K-Elite Coffee Maker,40023.88
2025-12-21 23:30:06,Bose QuietComfort Earbuds II,30323.55
2025-10-26 23:30:06,Staedtler Pencil Set,30084.12
2025-12-11 23:30:06,Boxing Gloves Professional,3634.31
2026-01-29 23:30:06,Keurig K-Elite Coffee Maker,42305.3
2025-09-06 23:30:06,HP DeskJet Printer,26291.43
2025-08-22 23:30:06,Roomba i7+ Robot Vacuum,55222.51
2026-02-07 23:30:06,Timex Weekender Watch,34228.32
2025-09-24 23:30:06,Samsung Smart Refrigerator,73827.69
2025-12-28 23:30:06,Logitech MX Master 3S Mouse,19166.05
2025-11-26 23:30:06,LG Washing Machine Front Load,43455.06
2025-08-17 23:30:06,Wacom Drawing Tablet,38075.91
2025-10-28 23:30:06,Adidas Ultraboost 22 Sneakers,66862.49
2026-01-08 23:30:06,Protein Powder Whey 2kg,66511.71
2025-08-17 23:30:06,Roomba i7+ Robot Vacuum,54573.33
2025-11-20 23:30:06,Canon EOS R6 Camera,72425.85
2026-01-31 23:30:06,Adidas Ultraboost 22 Sneakers,79672.68
2025-10-06 23:30:06,Instant Pot Duo Plus 9-in-1,37604.76
2026-01-17 23:30:06,LG Washing Machine Front Load,40994.51
2025-09-09 23:30:06,Apple iPhone 15 Pro Max 256GB,74698.67
2026-01-14 23:30:06,Resistance Bands Set,2474.82
2025-12-07 23:30:06,Cuisinart Food Processor,10913.1
2025-11-07 23:30:06,Boxing Gloves Professional,3463.38
2025-10-21 23:30:06,Samsung Smart Refrigerator,67725.19
2025-12-13 23:30:06,Kindle Paperwhite E-reader,27298.17
2025-11-16 23:30:06,Nike Air Max 270 Running Shoes,1709.35
2025-08-30 23:30:06,iPad Pro 12.9 inch M2 Chip,72157.17
2025-11-20 23:30:06,Moleskine Classic Notebook,36778.63
2025-10-24 23:30:06,Sapiens: A Brief History,68629.84
2025-09-22 23:30:06,Keurig K-Elite Coffee Maker,41889.41
2025-10-04 23:30:06,Philips Air Fryer XXL,46879.9
2025-09-01 23:30:06,LG Washing Machine Front Load,48916.96
2025-11-03 23:30:06,Foam Roller Massage,46174.4
2025-11-11 23:30:06,The Psychology of Money,47949.31
2026-01-31 23:30:06,Dumbbells Set 20kg,26580.53
2025-12-01 23:30:06,Kindle Paperwhite E-reader,26805.19
2026-01-25 23:30:06,Dell XPS 15 Laptop,45556.46
2025-08-19 23:30:06,Parker Jotter Ballpoint Pen,73354.67
2025-09-29 23:30:06,Parker Jotter Ballpoint Pen,73529.15
2026-01-24 23:30:06,Moleskine Classic Notebook,37215.61
2025-09-18 23:30:06,Running Water Bottle,37310.8
2025-12-29 23:30:06,Nike Air Max 270 Running Shoes,1656.4
2025-10-28 23:30:06,HP DeskJet Printer,27841.65
2025-11-03 23:30:06,Samsung Smart Refrigerator,67880.65
2025-12-08 23:30:06,Adidas Ultraboost 22 Sneakers,76052.1
2025-08-29 23:30:06,Jump Rope Speed,37110.54
2025-08-15 23:30:06,Keurig K-Elite Coffee Maker,42454.51
2025-12-16 23:30:06,Keurig K-Elite Coffee Maker,42623.68
2025-12-28 23:30:06,Timex Weekender Watch,29796.0
2026-02-07 23:30:06,Fitbit Charge 5 Tracker,78624.46
2026-01-12 23:30:06,Gym Gloves Training,19891.58
2026-02-04 23:30:06,Kindle Paperwhite E-reader,27319.91
2026-01-03 23:30:06,Boxing Gloves Professional,3415.94
2026-01-29 23:30:06,Dyson V15 Detect Vacuum,52440.3
2026-01-21 23:30:06,Ninja Professional Blender,12464.81
2025-12-30 23:30:06,Kindle Paperwhite E-reader,27993.25
2025-09-18 23:30:06,Sony WH-1000XM5 Wireless Headphones,15340.86
2025-10-16 23:30:06,Moleskine Classic Notebook,33369.81
2026-01-10 23:30:06,Gym Gloves Training,20025.02
2025-11-30 23:30:06,Levi's 501 Original Jeans,16394.26
2025-12-26 23:30:06,Apple Watch Series 9,7531.39
2025-12-08 23:30:06,Dell XPS 15 Laptop,48323.37
2026-01-14 23:30:06,Running Water Bottle,29257.74
2025-09-02 23:30:06,Adidas Ultraboost 22 Sneakers,68425.73
2025-10-21 23:30:06,Jump Rope Speed,40246.45
2025-11-30 23:30:06,Philips Air Fryer XXL,49409.37
2025-12-23 23:30:06,Philips Air Fryer XXL,48594.08
2025-12-06 23:30:06,Apple Watch Series 9,7642.13
2026-02-07 23:30:06,Protein Powder Whey 2kg,63069.32
2025-11-18 23:30:06,Nike Air Max 270 Running Shoes,1699.76
2025-11-27 23:30:06,Under Armour Sports Backpack,68384.69
2025-11-10 23:30:06,Ray-Ban Aviator Sunglasses,61579.71
2026-01-11 23:30:06,Under Armour Sports Backpack,64712.37
2025-10-30 23:30:06,Timex Weekender Watch,35759.43
2026-02-05 23:30:06,KitchenAid Stand Mixer,44422.19
2025-09-04 23:30:06,Adidas Ultraboost 22 Sneakers,63987.07
2026-01-17 23:30:06,Gym Gloves Training,21364.52
2026-01-11 23:30:06,MacBook Air M2 13 inch,45623.46
2026-01-12 23:30:06,Staedtler Pencil Set,27424.16
2025-10-27 23:30:06,Resistance Bands Set,2336.77
2025-09-27 23:30:06,Staedtler Pencil Set,31761.18
2025-11-07 23:30:06,Puma Running T-Shirt,79743.27
2025-11-14 23:30:06,Protein Powder Whey 2kg,67028.92
2025-08-14 23:30:06,The Psychology of Money,49901.79
2025-09-09 23:30:06,Staedtler Pencil Set,33075.13
2025-09-10 23:30:06,Ninja Professional Blender,14325.6
2025-12-09 23:30:06,Fossil Gen 6 Smartwatch,24609.12
2025-10-03 23:30:06,Gym Gloves Training,18795.22
2026-01-08 23:30:06,Apple Watch Series 9,7367.66
2025-10-10 23:30:06,Foam Roller Massage,46349.52
2025-12-22 23:30:06,Jump Rope Speed,42285.98
2025-11-01 23:30:06,Sapiens: A Brief History,67260.18
2026-01-17 23:30:06,Atomic Habits Hardcover Book,79702.66
2025-08-21 23:30:06,Fossil Gen 6 Smartwatch,21905.99
2026-02-08 23:30:06,Canon EOS R6 Camera,72737.54
2025-12-18 23:30:06,Samsung Smart Refrigerator,61428.82
2025-12-03 23:30:06,Samsung Smart Refrigerator,61823.48
2026-01-27 23:30:06,Levi's 501 Original Jeans,18170.57
2025-08-29 23:30:06,Logitech MX Master 3S Mouse,22897.79
2025-10-30 23:30:06,Running Water Bottle,34572.02
2025-12-29 23:30:06,Apple Watch Series 9,7275.09
2025-10-17 23:30:06,Apple Watch Series 9,7927.44
2026-02-03 23:30:06,Boxing Gloves Professional,3581.35
2025-11-19 23:30:06,Apple iPhone 15 Pro Max 256GB,77893.97
2025-12-10 23:30:06,Cuisinart Food Processor,10889.36
2025-10-21 23:30:06,Moleskine Classic Notebook,35842.45
2025-09-25 23:30:06,Protein Powder Whey 2kg,74392.02
2025-12-27 23:30:06,Leuchtturm1917 Bullet Journal,52837.07
2025-12-10 23:30:06,Running Water Bottle,29012.3
